	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
598	WHO AMR pipeline analysis	2021-11-01		Antibiotics	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	"XNW4107 +imipenem 
+ cilastin"
599	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
600	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
601	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
602	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
603	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
604	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
605	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
606	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
607	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
608	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
609	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
610	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
611	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT04684641	Felix Biotechnology/ Yale University	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
612	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
613	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
614	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Zidebactam + cefepime
615	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
616	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
617	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
618	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
619	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
620	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Zidebactam + cefepime
621	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Zidebactam + cefepime
622	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Zidebactam + cefepime
623	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Zidebactam + cefepime
624	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DBO-BLI/ PBP2 binder + cephalosporin	Gram-negative bacterial infections	IV	Phase I	NCT02532140, NCT02942810, NCT02707107	Wockhardt Ltd.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	Zidebactam + cefepime
625	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
626	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
627	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
628	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Zoliflodacin
629	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Zoliflodacin
630	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
631	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
632	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
633	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Enterobacterales	Critical priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
634	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
635	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
636	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
637	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Topoisomerase Inhibitors (Spiropyrimidenetrione)	Uncomplicated N. gonorrhoeae	Oral	Phase III	NCT03959527	Entasis Therapeutics Inc./ GARDP	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	Yes	Yes	No	Unknown	Zoliflodacin
638	WHO AMR pipeline analysis	2021-11-01	GSK070	Antibiotics	Leu RS inhibitor (oxaborole)	Pulmonary tuberculosis	Oral	Phase II	NCT03557281	GlaxoSmithKline PLC	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	 GSK3036656
639	WHO AMR pipeline analysis	2021-11-01		Antibiotics	DprE1 inhibitor (benzothiazinone)	Tuberculosis	Oral	Phase II	NCT03590600, NCT04044001	University of Munich; Hans Knöll Institute, Jena; German Center for Infection Research	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	BTZ-043
640	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Amido piperidine (inactivation of TetR-like repressor, EthR2)	Tuberculosis	Oral	Phase I	NCT04654143	Bioversys/ GSK	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	Miscellaneous
641	WHO AMR pipeline analysis	2021-11-01	LCB01-0371	Antibiotics	Oxazolidinone	Pulmonary tuberculosis, Gram-positive bacterial infections	Oral	Phase II	NCT02836483, NCT04550832	LegoChem Biosciences Inc., HaiHe Biopharma	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	Delpazolid
642	WHO AMR pipeline analysis	2021-11-01	GSK286	Antibiotics	Undisclosed	Tuberculosis	Oral	Phase I	NCT04472897	GSK. TB Drug Accelarator/ Bill & Melinda Gates Foundation	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	GSK2556286
643	WHO AMR pipeline analysis	2021-11-01	PBTZ-169	Antibiotics	DprE1 inhibitor (Benzothiazinone)	Pulmonary tuberculosis	Oral	Phase I	NCT03036163, NCT03776500, NCT03334734	Innovative Medicines for Tuberculosis Foundation and Nearmedic Plus	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	Macozinone
644	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DprE1 inhibitor (3,4-dihydrocarbostyril)	Pulmonary tuberculosis	Oral	Phase II	NCT03678688	Otsuka Pharmaceutical Co., Ltd.	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	OPC-167832
645	WHO AMR pipeline analysis	2021-11-01	PNU-100480	Antibiotics	Oxazolidinone	Pulmonary tuberculosis, Gram-positive bacterial infections	Oral	Phase II	NCT03959566	TB Alliance/ Sequella	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	Sutezolid
646	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	DprE1 inhibitor (azaindole)	Tuberculosis	Oral	Phase II	NCT04176250, NCT03199339	TB Alliance/ Bill & Melinda Gates Medical Research Institute/ Foundation for Neglected Disease Research	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	TBA-7371
647	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diarylquinoline	Tuberculosis	Oral	Phase I	NCT04890535	TB Alliance	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	TBAJ-587
648	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Diarylquinoline	Tuberculosis	Oral	Phase I	NCT04493671	TB Alliance	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	TBAJ-876
649	WHO AMR pipeline analysis	2021-11-01	pyrifazimine	Antibiotics	Riminophenazine (clofazimine-analogue)	Tuberculosis	Oral	Phase I	NCT04670120	Institute of Materia Medica, Chinese Academy of Medical Sciences & Peking Union Medical College	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	TBI-166
650	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Oxazolidinone	Tuberculosis	Oral	Phase I	NCT03758612, NCT04865536	Institute of Materia Medica/ TB Alliance	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	No	Yes	Yes	Unknown	TBI-223
651	WHO AMR pipeline analysis	2021-11-01	Q203	Antibiotics	Imidazopyridine amide	Pulmonary tuberculosis	Oral	Phase II	NCT03563599, NCT04847583	Qurient Co	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Other priority pathogens	No	Yes	Yes	Yes	Unknown	Telacebec
652	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	C. difficile infections	Oral	Phase I	NCT04891965	Artugen Therapeutics	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Microbiome-modulating agents
653	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	Recurring C. difficile infections	Colonoscopy	Preregistration		BiomeBank	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Microbiome-modulating agents
654	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	Live biotherapeutic product	Recurring C. difficile infections	Oral	Phase II	NCT03110133, NCT03497806	Finch Theraputics	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Microbiome-modulating agents
655	WHO AMR pipeline analysis	2021-11-01	REP 3123	Antibiotics	 Diaryldiamine (Methionyl-tRNA synthetase inhibitor)	C. difficile infections	Oral	Phase II	NCT04781387	Crestone/ National Institute of Allergy and Infectious Diseases	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	Yes	Yes	No	Yes	CRS3123
656	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	Antibiotic inactivator and protective colon-targeted adsorbent	C. difficile infections	Oral	Phase II	NCT03710694	Da Volterra	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Microbiome-modulating agents
657	WHO AMR pipeline analysis	2021-11-01	MCB-3837	Antibiotics	Oxazolidinone-quinolone hybrid	C. difficile infections	IV	Phase II	NCT03988855	Deinove	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	Inconclusive	Yes	No	Yes	DNV3837
658	WHO AMR pipeline analysis	2021-11-01	ACX-362E	Antibiotics	Substituted guanine (DNA polymerae IIIIC inhibitor))	C. difficile infections	Oral, Not absorbed	Phase II	NCT04247542	Acurx Pharmaceuticals	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	Yes	Yes	No	Yes	Ibezapolstat
659	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	anti-C. difficile polcyclonal Ab	C. difficile infections	Oral	Phase II	NCT04121169	ImmuniMed	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Antibodies
660	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Phage endolysin and three toxin-binding proteins (5D, E3, and 7F)s	C. difficile infections	Oral	Phase I	NCT04893239	Lumen Bioscience	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Bacteriophages and phage-derived enzymes
661	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	Recurring C. difficile infections	Oral	Phase I	NCT02865616, NCT04602715	NuBiyota/ Takeda	Clostridioides difficile	Clostridioides difficile	Other priority pathogens	No	No	Yes	No	Yes	Microbiome-modulating agents
